gvkey,conm,ticker,industry,latest_observed_date,risk_horizon,pred_risk_2026
182902,CREATIVE MED TECH HLDG INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.03122604638338089
039255,OWLET INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.031181140150874854
031384,SEACOR MARINE HLDGS INC,,Water Transportation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.031014831829816104
038558,TREACE MEDIC CNCPTS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030943735502660275
137943,ENTRAVISION COMMUNICATIONS,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.03092105183750391
036989,LAIRD SUPERFOOD INC,,Food & Kindred Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030882947705686094
321764,MEREO BIOPHARMA GROUP PLC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030830814503133297
179202,ECHOSTAR CORP,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030799615290015937
025979,PERMA-FIX ENVIRONMENTAL SVCS,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030731638614088296
040305,SIDUS SPACE INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.03071861257776618
187550,ASPEN AEROGELS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.03052714206278324
182501,SUI GROUP HOLDINGS LTD,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030261844396591187
014563,MERCER INTL INC,,Paper & Allied Products,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030248263385146856
024099,LIFETIME BRANDS INC,,Fabricated Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030208888836205004
021554,CREATIVE REALITIES INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.03016216903924942
042891,CHEETAH NET SUPLY CN SER INC,,Transportation Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.03015925092622638
074439,BLACK ROCK COFFEE BAR INC,,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.03004802706418559
029894,NN INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030032070819288492
032671,PEAKSTONE REALTY TRUST,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.030018879659473897
035727,CABALETTA BIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0299651101231575
074434,PARK DENTAL PARTNERS INC,,Health Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02986893029883504
021522,VYNE THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02968138614669442
180464,LITHIUM ARGENTINA AG,,Nonmetallic Minerals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.029595336806960405
162293,FIRST INTERNET BANCORP,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.029529938846826552
178153,NEONODE INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02947110142558813
051938,HOYNE BANCORP INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02928423078847118
039112,BEACHBODY CO INC (THE),,Personal Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.029263318981975317
042314,USA RARE EARTH INC,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0292401697835885
045783,KARMAN HOLDINGS INC,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.029207039970788173
018978,ONE GP HOSPITALITY (THE),,Eating & Drinking Places,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.029120331536978482
179841,CODEXIS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.029011614713817836
160753,AVIDBANK HOLDINGS INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028907848332892172
027703,AIRGAIN INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028886037319898604
028374,INTERLINK ELECTRONICS,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02886135745793581
018017,ENCORE ENERGY CORP,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028815107140690088
051921,RALLIANT CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028750186471734197
032674,CUE BIOPHARMA,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02873675338923931
060795,CARLSMED INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028625934530282393
045785,BETA BIONICS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028588725227746182
060722,SHOULDER INNOVATIONS INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028561085648834705
051766,JEFFERSON CAPITAL INC,,Non-Depository Credit,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028546159385587088
022040,UPLAND SOFTWARE INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028530925419181584
164046,GRAN TIERRA ENERGY INC,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028472086321562527
137642,FILANA THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.028415588941425086
038632,I-80 GOLD CORP,,Metal Mining,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02821231884881854
039170,SERA PROGNOSTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02819896461442113
001585,AMERICAN VANGUARD CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.027935348730534316
183593,OMEROS CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.027855913806706666
108979,FIRST GUARANTY BANCSHARES,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.027830252796411513
065590,STONERIDGE INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.027630149945616723
002818,CATO CORP  -CL A,,Apparel Retail,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.027536077238619328
021282,KIORA PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.027533256635069846
037562,SKILLZ INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02735977526754141
023627,ATYR PHARMA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02733988321851939
034570,CARDIOL THERAPEUTICS INC,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026997705455869436
039680,GINKGO BIOWORKS HOLDINGS INC,,Engineering & Management Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026980484928935768
166368,COMPASS DIVERSIFIED HOLDINGS,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026962416246533394
116209,USIO INC,,Banks & Depository Institutions,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026936481054872275
034078,INMUNE BIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0268915344029665
001613,AMPCO-PITTSBURGH CORP,,Primary Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026846887730062007
021000,SOLANA CO,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026800344232469797
034263,PROKIDNEY CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026747266296297312
064061,FORRESTER RESEARCH INC,,Engineering & Management Services,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02673711543902755
039204,TENAYA THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02673180333804339
121817,SALEM MEDIA GROUP INC,,Telecommunications,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02670357162132859
074615,NAVAN INC,,Business Services & Software,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02667208125058096
060707,AMBIQ MICRO INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02667208125058096
051266,KLARNA GROUP PLC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026644441671669482
051380,STUBHUB HOLDINGS INC,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026644441671669482
037063,PRELUDE THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02662036856636405
041622,BIOHAVEN LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026559799932874738
185128,AMERESCO INC,,Heavy Construction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026532210526056588
186276,KOSMOS ENERGY LTD,,Oil & Gas Extraction,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026432594016660003
038643,BARINTHUS BIOTHERAPEUTICS,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026391454599797727
038393,CHEMOMAB THERAPEU -ADR,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026369688101112843
038529,BIOMEA FUSION INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026272586826235057
024330,SERITAGE GROWTH PROPERTIES,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026073115505278112
018899,TANDEM DIABETES CARE INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.026011114288121463
032640,INFLARX NV,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.025919948355294764
001263,ALGOMA STEEL GROUP INC,,Primary Metals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02581630488857627
037664,PURECYCLE TECHNOLOGIES INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.025751659646630287
032908,ROCKET PHARMACEUTICALS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0256209310144186
037352,IN8BIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.025592450704425573
066366,ROCKWELL MEDICAL INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.025551501754671337
032381,NUCANA PLC -ADS,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0255322040989995
030490,APARTMENT INVST & MGMT CO,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.025376255810260772
039159,EVGO INC,,Auto Dealers & Gas Stations,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.025252470374107362
043709,CN HEALTHY FOOD TECH GR CORP,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02521793109481223
003761,DATA I/O CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02521477686241269
036536,LARIMAR THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.025098919589072465
034164,EQUILLIUM INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.025026482064276934
184551,MAXLINEAR INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02497101780027151
160681,HYSTER YALE INC,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02496990489307791
028646,ISOENERGY LTD,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02495223314908799
043442,KAIROS PHARMA LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.0247415809892118
045796,NORTHPOINTE BANCSHARES INC,,,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02470078279438894
163924,JAMES RIVER GROUP HLDGS INC,,Insurance Carriers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02468615504913032
061461,VIA TRANSPORTATION INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024673143215477467
027252,PULSE BIOSCIENCES INC,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024527718150056898
253527,EYEPOINT INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024527718150056898
037325,OPUS GENETICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024447983875870705
037594,SPRUCE POWER HOLDG CORP,,"Electric, Gas & Sanitary Services",2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024440797977149487
036260,PULMONX CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024440797977149487
045711,MAZE THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024408985904301517
178973,TITAN MACHINERY INC,,Wholesale - Durable Goods,2026-01-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024351562093943357
034883,PRECISION BIOSCIENCES,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024345671012997627
043521,NET LEASE OFFICE PROPERTIES,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024337965063750744
043855,BBB FOODS INC,,Food Stores,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02431047139689326
026146,REGENXBIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024217892345041035
035649,ADC THERAPEUTICS SA,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024135352298617362
016884,LUMENT FINANCE TRUST INC,,Holding & Investment Offices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024033133499324323
184113,VUZIX CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024021059460937976
017396,AMPLITECH GROUP INC,,Electronic Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.024010050296783447
039909,BAKKT INC,,Security Brokers & Dealers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.023982517002150417
027240,BALLYS CORP,,Amusement & Recreation,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.023919677641242743
045070,MASSIMO GROUP,,Transportation Equipment,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.023730467166751625
038883,LYELL IMMUNOPHARMA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02368236528709531
036754,COMMERCE.COM INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02368229553103447
005395,GYRODYNE LLC,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.023677568696439267
011372,NEW CONCEPT ENERGY INC,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.023632162250578403
020018,ALDEYRA THERAPEUTICS INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02360155205242336
039941,JOURNEY MEDICAL CORPO,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.023588244710117577
034003,MDJM LTD,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.023494504764676093
014898,3D SYSTEMS CORP,,Industrial Machinery & Computers,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02345159335527569
040340,BROOKFIELD BUSINESS CRP -OLD,,Nonclassifiable,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.023406570591032506
041659,POLYRIZON LTD,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02314024232327938
021901,KYNTRA BIO INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02300879396498203
287462,FUTUREFUEL CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.022992201894521714
012719,APYX MEDICAL CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02284168768674135
171155,CLEARSIGN TECHNOLOGIES CORP,,Instruments & Medical Devices,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.022840794268995525
178097,CUMBERLAND PHARMACEUTICALS,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.022817101143300534
039175,ABSCI CORP,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02280369810760021
050372,LINKHOME HOLDINGS INC,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.02275142630096525
187363,GROUPON INC,,Business Services & Software,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.022721452824771404
042243,STAR HOLDINGS,,Real Estate,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.022655213437974452
185908,TALPHERA INC,,Chemicals & Pharmaceuticals,2025-12-31,Dec 2025 - Dec 2026 (12 months from last fiscal year),0.022655213437974452
