gvkey,conm,latest_observed_date,risk_window,pred_risk_next_12m
016972,SPHERE 3D CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.054590616
050708,TOPPOINT HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.054482803
037786,BOLT BIOTHRPTCS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.053962894
024421,BOXLIGHT CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.053926017
008987,INNSUITES HOSPITALITY TR,2025-01-31,Apr 2026 → Apr 2027 (approx),0.053113513
038535,ESTRELLA IMMUNOPHARMA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.052905016
158055,DYADIC INTERNATIONAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.05221456
278308,MDXHEALTH SA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.05162905
032589,TITAN MINING CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.05156051
043753,ZHIBAO TECHNOLOGY INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.051487267
031656,REIN THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.05065206
036704,ALX ONCOLOGY HOLDI INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.050139423
039926,CARDIO DIAGNOSTICS HOLDI INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04980433
033698,NEURONETICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.049106136
033081,GD CULTURE GROUP LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.048660334
038491,KALTURA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04816984
034560,ATIF HOLDINGS LTD,2025-07-31,Apr 2026 → Apr 2027 (approx),0.047863986
037562,SKILLZ INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04785088
042063,MILLENNIUM GP INTL HLNGS LTD,2025-06-30,Apr 2026 → Apr 2027 (approx),0.04768107
021522,VYNE THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.047609024
045391,SAMFINE CREATION HLD GRP LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.047573328
038624,TWIN VEE POWERCATS CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04723967
034038,BIT ORIGIN LIMITED,2025-06-30,Apr 2026 → Apr 2027 (approx),0.04704036
175424,SONOMA PHARMACEUTICALS INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.046943508
017396,AMPLITECH GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.046653118
170430,SILO PHARMA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.046020817
064717,INMED PHARMACEUTICALS INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.045951236
031805,MYOMO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04593792
032193,CIBUS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04572194
036237,ONCOLOGY INSTITUTE INC (THE),2025-12-31,Apr 2026 → Apr 2027 (approx),0.045500845
043588,ARMLOGI HOLDING CORP,2025-06-30,Apr 2026 → Apr 2027 (approx),0.04549921
030449,MINDWALK HOLDINGS CORP,2025-04-30,Apr 2026 → Apr 2027 (approx),0.045201432
039472,XOS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.045200996
017727,EKSO BIONICS HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04519637
023226,INUVO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.044894222
038673,FTC SOLAR INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.044841226
038625,WEREWOLF THERAPTCS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.044506896
003691,GT BIOPHARMA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.044433516
186276,KOSMOS ENERGY LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.044412334
141887,VERIFYME INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.043745074
271295,ANTERIS TECHNOLOGIES GLBL CP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.043546475
061285,FG NEXUS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.043337777
074422,TURN THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.043108687
037063,PRELUDE THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04298174
026415,DATASEA INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.042903602
036727,VISION MARINE TECH INC,2025-08-31,Apr 2026 → Apr 2027 (approx),0.042348903
037687,GOGORO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.042047672
027372,AC IMMUNE SA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.041674253
038445,PSQ HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.041463107
043756,ITONIC HOLDINGS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.041347053
037841,JAWS MUSTANG ACQU CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.041341297
043888,FRACTYL HEALTH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04131244
039411,RENOVORX INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.041071672
025447,SKYX PLATFORMS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.040449027
040488,PICARD MEDICAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.040161975
035712,OCUGEN INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.04005706
012964,CADIZ INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.039624136
025750,APTOSE BIOSCIENCES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03947111
106126,BNB PLUS CORP,2025-09-30,Apr 2026 → Apr 2027 (approx),0.038464136
038461,AGILON HEALTH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03836871
021824,STREAMEX CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.038233977
033743,AQUESTIVE THERAPETC INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03818986
040428,AMAZE HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03805516
027251,VIVID SEATS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.037196048
024330,SERITAGE GROWTH PROPERTIES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03700733
012545,HARTE HANKS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.036877822
010938,US ENERGY CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03629366
117116,KAZIA THERAPEUTICS LIMITED,2025-06-30,Apr 2026 → Apr 2027 (approx),0.03602107
126122,ONCOLYTICS BIOTECH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03601176
039740,JASPER THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.035825543
039412,JET.AI INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.035787474
039830,AIRSCULPT TECHNOLO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.035708092
042031,CYTOMED THERAPEUTICS LIMITED,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03555589
039703,NERDY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.035546336
043915,FLY-E GROUP INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.035529003
035649,ADC THERAPEUTICS SA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.035284884
065765,YUNHONG GREEN CTI LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03507678
039170,SERA PROGNOSTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.034851197
177734,ZETA NETWORK GROUP,2025-06-30,Apr 2026 → Apr 2027 (approx),0.034829076
034746,CYCLERION THERAPEUTICS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03475438
041953,NEURAXIS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.034737416
039454,BLAIZE HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03430701
296810,ICECURE MEDICAL LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.033987604
041051,VIRAX BIOLABS GROUP LTD,2025-03-31,Apr 2026 → Apr 2027 (approx),0.03329932
037388,17 EDUCATION & TE -ADR,2025-12-31,Apr 2026 → Apr 2027 (approx),0.033298217
020644,GOPRO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03280302
178644,TECHPRECISION CORP,2025-03-31,Apr 2026 → Apr 2027 (approx),0.03257654
045757,MARWYNN HOLDINGS INC,2025-04-30,Apr 2026 → Apr 2027 (approx),0.032459624
107130,KELSO TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03200487
148470,RED ROBIN GOURMET BURGERS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.031965584
039097,ORIGIN MATERIALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.031960294
030220,SYPRIS SOLUTIONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03180961
166087,AIR INDUSTRIES GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.031776268
034030,HF FOODS GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.031596705
032395,ADIAL PHARMACEUTICALS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.03143934
038028,NEW CENTURY LGSTCS (BVI) LTD,2025-09-30,Apr 2026 → Apr 2027 (approx),0.03143272
157865,LITE STRATEGY INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.031227695
349972,INDAPTUS THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.031082513
014140,BANCO SANTANDER SA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.031053526
040414,INNOVATIVE EYEWEAR INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.031030193
027386,JELD-WEN HOLDING INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.030882074
033550,WRAP TECHNOLOGIES,2025-12-31,Apr 2026 → Apr 2027 (approx),0.030872772
034566,HOTH THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.030778045
039408,REZOLVE AI PLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.030753152
023705,PAVMED INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.030748198
026335,DULUTH HOLDINGS INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.030740913
032846,PROCESSA PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.030456012
285313,BANCO SANTANDER BRASIL  -ADR,2025-12-31,Apr 2026 → Apr 2027 (approx),0.0304178
038910,ACURX PHARMA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.030218555
032254,GENPREX INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.030175224
019154,TVARDI THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02955466
038720,NETCAPITAL INC,2025-04-30,Apr 2026 → Apr 2027 (approx),0.029500963
038953,LATCH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.029422566
038621,WESTROCK COFFEE CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.029251903
029955,BAUSCH HEALTH COMPANIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.029176867
038056,ADAGIO MEDICAL HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02909781
107637,NORTHERN DYNASTY MINERAL LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.029056864
037856,LOCAL BOUNTI CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.028877277
039627,FGI INDUSTRIES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.028724454
019712,OXBRIDGE RE HOLDINGS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.028464444
128121,QUARTERHILL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.028435586
018930,KARYOPHARM THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02828931
330826,HIGH TIDE INC,2025-10-31,Apr 2026 → Apr 2027 (approx),0.02825214
175299,DOLPHIN ENTERTAINMENT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.028161105
347007,IMMUNITYBIO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02803155
037512,DEFSEC TECHNOLOGIES INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.028003573
038812,POP CULTURE GROUP CO LTD,2025-06-30,Apr 2026 → Apr 2027 (approx),0.027457293
160375,STEREOTAXIS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.027425623
179058,ORION ENERGY SYSTEMS INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.02738379
133768,METLIFE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.027345171
160809,BIO GREEN MED SOLUTION INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.027298298
038745,TSCAN THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.027218224
041538,GENELUX CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.027052466
033532,CLPS INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.026735183
170804,BLUE DOLPHIN ENERGY CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02668983
039156,TORRID HOLDINGS INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.026633259
179841,CODEXIS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.026622215
050580,707 CAYMAN HOLDINGS LTD,2025-09-30,Apr 2026 → Apr 2027 (approx),0.026485482
037610,BUZZFEED INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.026250608
039417,SURROZEN INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.026158437
036979,LIVEWIRE GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02609248
332115,ARMATA PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.025834648
147305,JETBLUE AIRWAYS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.025738727
003806,DAWSON GEOPHYSICAL CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.025268268
039553,GENIUS GROUP LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.025267145
291881,CAN-FITE BIOPHARMA LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.025071232
021554,CREATIVE REALITIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.024914224
037938,GRI BIO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.024515303
036985,ELUTIA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.024395606
020225,MINERVA NEUROSCIENCES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.024385689
178153,NEONODE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.024130832
154605,ORAGENICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.023887474
074783,APTERA MOTORS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.023846786
028749,FULL HOUSE RESORTS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.023776222
019467,COCRYSTAL PHARMA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.023724502
008867,QUANTUM CORP,2025-03-31,Apr 2026 → Apr 2027 (approx),0.023632318
021807,CITIUS PHARMACEUTICALS INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.023592226
039632,EMPERY DIGITAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.023452733
150201,MARTIN MIDSTREAM PARTNERS LP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.023437636
034942,PDS BIOTECHNOLOGY CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02307916
037146,DOCGO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022915903
036084,FATHOM HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022891173
036557,SYSTEM1 INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022805637
183799,FLUENT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022800012
038198,CHARGEPOINT HOLDINGS INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.022496864
187575,TILLY'S INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.02230928
036260,PULMONX CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02230841
036394,LANTERN PHARMA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022261549
034920,PARANOVUS ENTERTAINMENT TECH,2025-03-31,Apr 2026 → Apr 2027 (approx),0.02224289
037763,UWM HOLDINGS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02221034
020890,NOUVEAU MONDE GRAPHITE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022196814
289153,OKYO PHARMA LIMITED,2025-03-31,Apr 2026 → Apr 2027 (approx),0.022179259
021421,VIVANI MEDICAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022153912
015617,ING GROEP NV,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022149878
035127,CREATIVE GLOBAL TECH HLD LTD,2025-09-30,Apr 2026 → Apr 2027 (approx),0.022145396
032919,EVOLUS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02213471
039248,TEADS HOLDING CO,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022098593
027712,LIFEZONE METALS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.022036955
029151,CENTURY CASINOS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021984404
313966,NANOBIOTIX SA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021926088
043859,HIGH ROLLER TECHNOLOGIES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021917373
051903,DARKIRIS INC,2025-09-30,Apr 2026 → Apr 2027 (approx),0.021701863
037085,BOQII HOLDING LTD,2025-03-31,Apr 2026 → Apr 2027 (approx),0.021615
180118,SINGULARITY FUTURE TECH LTD,2025-06-30,Apr 2026 → Apr 2027 (approx),0.021529658
025904,ACLARIS THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02139188
035789,NEOVOLTA INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.021312611
039359,RALLYBIO CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021296762
062168,IRIDEX CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021287724
039159,EVGO INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021252032
045538,SMART DIGITAL GROUP LTD,2025-09-30,Apr 2026 → Apr 2027 (approx),0.021205427
036635,GOHEALTH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021047119
035471,OPORTUN FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021040022
013381,DESTINATION XL GROUP INC,2026-01-31,Apr 2026 → Apr 2027 (approx),0.021020928
036929,LENSAR INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.021018667
031006,BRAGG GAMING GROUP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020927185
133868,LEXICON PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020837791
185419,PACIFIC BIOSCIENCES OF CALIF,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020823713
028365,SENESTECH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.02081373
026475,CLIPPER REALTY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020701867
037971,IPOWER INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.020401748
039861,CLAROS MORTGAGE TRUST INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020364743
002504,UNISYS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020361243
137943,ENTRAVISION COMMUNICATIONS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020155864
041885,MDB CAPITAL HOLDINGS LLC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020118661
039566,FREIGHTOS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.020094723
038661,UPEXI INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.02004731
039910,BACKBLAZE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019928727
033697,UXIN LIMITED,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01987442
025476,BAYFIRST FINANCIAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01985065
050991,NOMADAR CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019838233
176035,NETLIST INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019753335
001263,ALGOMA STEEL GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019700168
041615,PRIME MEDICINE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019694543
026297,LOANDEPOT INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019458257
024819,ORION DIGITAL CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01943928
291758,PURPLE BIOTECH LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019432196
016775,CITIZENS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019353151
009899,AT&T INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01926806
043010,ROMA GREEN FINANCE LTD,2025-03-31,Apr 2026 → Apr 2027 (approx),0.019168515
165637,UR ENERGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019157587
042891,CHEETAH NET SUPLY CN SER INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019144947
015181,BANCO BILBAO VIZCAYA ARGENTA,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019137772
034003,MDJM LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019076023
051668,REGENTIS BIOMATERIALS LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.019061789
025711,ESCALON MEDICAL CORP,2025-06-30,Apr 2026 → Apr 2027 (approx),0.01887612
031457,SOUNDTHINKING INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.018865101
040306,PROFRAC HOLDING CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.018452888
003622,CROWN CRAFTS INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.01842515
121817,SALEM MEDIA GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.018331144
030666,WILLAMETTE VALLEY VINEYARDS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.018301148
043083,GARDEN STAGE LTD,2025-03-31,Apr 2026 → Apr 2027 (approx),0.018262628
160341,W&T OFFSHORE INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.018198876
062666,STREAMLINE HEALTH SOLUTIONS,2025-01-31,Apr 2026 → Apr 2027 (approx),0.018157514
178097,CUMBERLAND PHARMACEUTICALS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.017993828
029636,VIVOPOWER PLC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.017950224
021524,PROQR THERAPEUTICS NV,2025-12-31,Apr 2026 → Apr 2027 (approx),0.017913628
034945,BIOCERES CROP SOLUTIONS CORP,2025-06-30,Apr 2026 → Apr 2027 (approx),0.017797703
132525,UTSTARCOM HOLDINGS CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01757802
039683,PYXIS ONCOLOGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.017388793
004409,ENZON PHARMACEUTICALS -OLD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01729387
019649,SABRE CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.017259592
034975,MACKENZIE REALTY CAPITAL INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.01723197
125601,GAIA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.017156001
007647,BANK OF AMERICA CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.017147899
028551,INTELLIGENT PROCTN MGMT CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.017049192
035477,DECOY THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01698828
008245,PNC FINANCIAL SVCS GROUP INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016770072
178906,ANTELOPE ENTERPRISE HOLDINGS,2025-09-30,Apr 2026 → Apr 2027 (approx),0.016567295
023818,EVOLENT HEALTH INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016445322
016015,QUEST RESOURCE HOLDING CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016422985
036005,ALSET INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016384026
349994,CLEARMIND MEDICINE INC,2025-10-31,Apr 2026 → Apr 2027 (approx),0.016235977
150221,GALECTIN THERAPEUTICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016201368
029894,NN INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016188778
036824,PRF TECHNOLOGIES LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016162803
026189,MOUNTAIN PROVINCE DIAMONDS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016131556
018509,IDEAL POWER INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016126046
026528,EXAGEN INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.016096484
011372,NEW CONCEPT ENERGY INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01591715
041662,GMEX ROBOTICS CORP,2025-06-30,Apr 2026 → Apr 2027 (approx),0.015800599
027983,AETHLON MEDICAL INC,2025-03-31,Apr 2026 → Apr 2027 (approx),0.01579876
039836,SYNTEC OPTICS HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015653389
182902,CREATIVE MED TECH HLDG INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.01564287
037516,TRISALUS LIFE SCIENCES INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015631251
037937,ENERGY VAULT HOLDINGS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015578987
038282,FRONTIER GRP HOLD INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015551012
035530,STABILIS SOLUTIONS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015535244
039476,DEFINITIVE HEALTH CORP,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015319677
035403,CNS PHARMACEUTICALS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015305341
038750,LAKESHORE BIOPHARMA CO LTD,2025-03-31,Apr 2026 → Apr 2027 (approx),0.015250033
039381,LANZATECH GLOBAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015177748
013561,MBIA INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015172111
043541,IMPACT BIOMEDICAL INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015162382
028093,ADDENTAX GROUP CORP,2025-03-31,Apr 2026 → Apr 2027 (approx),0.015142969
170758,CAESARSTONE LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015095339
177764,THERIVA BIOLOGICS INC,2025-12-31,Apr 2026 → Apr 2027 (approx),0.015084844
011976,ROCKY MOUNTAIN CHOC FACT INC,2025-02-28,Apr 2026 → Apr 2027 (approx),0.015082734
041957,ISPIRE TECHNOLOGY INC,2025-06-30,Apr 2026 → Apr 2027 (approx),0.015073627
035733,36KR HOLDINGS INC -ADS,2025-12-31,Apr 2026 → Apr 2027 (approx),0.014982899
041498,BEAMR IMAGING LTD,2025-12-31,Apr 2026 → Apr 2027 (approx),0.014877362
